,Amount,SUPERVISOR Involved,PRE_APPROVER Involved,DIRECTOR Involved,BUDGET_OWNER Involved,ADMINISTRATOR Involved,Number Of Levels,APPROVED/REJECTED,Throughput Time
declaration 39827,953.6699156998556,1,0,0,1,1,3,1,865929.0
declaration 23106,811.1609967055468,1,0,0,0,1,2,1,607337.0
declaration 39839,1247.7664288683377,1,0,0,0,1,2,1,3823036.0
declaration 39856,2010.4000817404385,1,0,0,0,1,2,1,2687656.0
declaration 18571,1181.3605507841648,1,0,0,0,1,2,1,10553942.0
declaration 39866,552.1374067073058,1,0,0,0,1,2,1,261036.0
declaration 10428,717.7570675081978,1,0,0,0,1,2,1,1372718.0
declaration 10440,317.8269951646936,1,0,0,1,1,3,1,526552.0
declaration 10912,595.6244011617517,1,0,0,0,1,2,1,446006.0
declaration 68881,2611.868386601106,1,0,0,1,1,3,1,780936.0
declaration 71281,1034.4102308534818,1,0,0,0,1,2,1,9683081.0
declaration 61615,240.89421726870484,1,0,0,1,1,3,1,627330.0
declaration 61627,494.3435941271291,1,0,0,1,1,3,1,3456587.0
declaration 29582,177.5712139871559,1,0,0,0,1,2,1,431409.0
declaration 64344,1198.1166370112414,1,0,0,0,1,2,1,604319.0
declaration 20614,2149.527569810887,1,0,0,0,1,2,1,287079.0
declaration 54188,80.88100290283184,1,0,0,0,1,2,1,540993.0
declaration 33418,45.81409956793846,1,0,0,0,1,2,1,862934.0
declaration 53519,107.3604672021036,1,0,0,0,1,2,1,1302020.0
declaration 71297,1078.6271498185936,1,0,0,0,1,2,1,1301521.0
declaration 54204,622.3977863634872,1,0,0,0,1,2,1,6049585.0
declaration 18581,96.45570820355691,1,0,0,0,1,2,1,5360452.0
declaration 54214,1223.1952759160056,1,0,1,1,1,4,1,3194261.0
declaration 64360,631.1270578205166,1,0,0,1,1,3,1,2167101.0
declaration 71317,2870.2204967699317,1,0,1,0,1,3,1,5464087.0
declaration 71338,1390.9948352540628,1,0,0,1,1,3,1,7882777.0
declaration 71353,1597.0045602806345,1,0,0,1,1,3,1,2771908.0
declaration 54227,0.0,1,0,0,1,1,3,0,0.0
declaration 54235,698.3914737790003,1,0,0,1,1,3,1,3716034.0
declaration 20626,2539.14934405438,1,0,1,0,1,3,1,888209.0
declaration 18641,1253.551777955556,1,0,0,0,1,2,1,1131003.0
declaration 61583,463.2437756285843,1,0,0,0,1,2,1,633561.0
declaration 25174,179.20074182440786,1,0,0,0,1,2,1,598801.0
declaration 70905,643.6323036802742,1,0,0,1,1,3,1,3176773.0
declaration 10638,1148.9924164761312,1,0,0,1,1,3,1,629664.0
declaration 69862,810.306216554895,1,0,0,1,1,3,1,884151.0
declaration 71365,1689.4600001856513,1,0,0,1,1,3,1,894646.0
declaration 25146,217.67167642729157,1,0,0,1,1,3,1,1753159.0
declaration 18651,482.31195124840707,1,0,0,1,1,3,1,1480389.0
declaration 18663,460.9089868950578,1,0,0,1,1,3,1,2337890.0
declaration 68893,1175.2406552570483,1,0,0,0,1,2,1,1156372.0
declaration 18677,472.2611045190114,1,0,0,0,1,2,1,617315.0
declaration 64908,296.73014708108155,1,0,0,0,1,2,1,543337.0
declaration 52831,777.9837870754118,1,0,0,0,1,2,1,439941.0
declaration 52841,32.06249057814549,1,0,0,1,1,3,1,2595086.0
declaration 53547,794.8263780702541,1,0,1,1,1,4,1,1147361.0
declaration 64374,719.2971676470743,1,0,0,1,1,3,1,784985.0
declaration 71387,314.79660297434907,1,0,0,1,1,3,1,1837859.0
declaration 71412,393.9269699249422,1,0,0,1,1,3,1,285949.0
declaration 53590,1015.946463767362,1,0,0,0,1,2,1,274654.0
declaration 10455,586.4356071538276,1,0,0,1,1,3,1,626554.0
declaration 71427,22.68018517680816,1,0,0,0,1,2,1,632318.0
declaration 71446,1969.1720580204144,1,0,0,1,1,3,1,1825909.0
declaration 71479,622.6032749908551,1,0,0,1,1,3,1,1214723.0
declaration 61111,61.14666382191574,1,0,0,0,1,2,1,616591.0
declaration 71491,1060.3502483804139,1,0,0,1,1,3,1,869692.0
declaration 71504,402.7624393213857,1,0,0,0,1,2,1,2509647.0
declaration 71514,651.6175512646549,1,0,0,0,1,2,1,624059.0
declaration 61124,307.9420393032303,1,0,0,1,1,3,1,792901.0
declaration 18714,736.6232567681061,1,0,0,1,1,3,1,619775.0
declaration 29562,52.64275533444964,1,0,0,0,1,2,1,444933.0
declaration 10472,679.3032475950181,1,0,0,1,1,3,1,638709.0
declaration 29572,401.1029957234706,1,0,0,0,1,2,1,542689.0
declaration 71524,652.3671828961002,1,0,0,1,1,3,1,3112109.0
declaration 10485,2259.5394907615673,1,0,0,0,1,2,1,281528.0
declaration 10495,190.42408151409435,1,0,0,1,1,3,1,1814704.0
declaration 52853,598.3619184841244,1,0,0,1,1,3,1,6142834.0
declaration 18997,827.1842851257201,1,0,0,1,1,3,1,893998.0
declaration 61136,340.47171330081727,1,0,0,0,1,2,1,611923.0
declaration 19011,38.271148545134054,1,0,0,0,1,2,1,543750.0
declaration 19025,71.68276558299694,1,0,0,0,1,2,1,626575.0
declaration 19051,625.1132003739856,1,0,0,1,1,3,1,877487.0
declaration 10522,213.76886942244832,1,0,0,1,1,3,1,375518.0
declaration 61639,88.56437353104847,1,0,0,1,1,3,1,1229969.0
declaration 19036,3428.7841472538066,1,0,1,0,1,3,1,3035261.0
declaration 19063,2162.1769181342042,1,0,0,0,1,2,1,966594.0
declaration 10552,997.438693305738,1,0,0,1,1,3,1,1971244.0
declaration 64414,52.84260618280662,1,0,0,0,1,2,1,775218.0
declaration 61213,89.29299104807647,1,0,0,1,1,3,1,1305289.0
declaration 53649,481.13916008194724,1,0,0,1,1,3,1,1820073.0
declaration 29595,1224.7325983608634,1,0,0,0,1,2,1,617718.0
declaration 29609,34.64846610581611,1,0,0,1,1,3,1,1290614.0
declaration 68914,61.30113234105928,1,0,0,1,1,3,1,1290432.0
declaration 68926,191.8991968937508,1,0,0,1,1,3,1,1144443.0
declaration 61146,836.6935992519366,1,0,0,1,1,3,1,871235.0
declaration 61162,1029.6943156415955,1,0,0,0,1,2,1,1579166.0
declaration 61660,161.56770611661014,1,0,0,0,1,2,1,868718.0
declaration 10590,734.4590463051676,1,0,0,1,1,3,1,442676.0
declaration 59435,5422.177459512163,1,0,0,0,1,2,1,2012843.0
declaration 59445,70.17333466539647,1,0,0,0,1,2,1,2431524.0
declaration 19076,304.7963347510716,1,0,0,0,1,2,1,544118.0
declaration 20646,84.10952440319285,1,0,0,1,1,3,1,629893.0
declaration 20658,66.87143316469977,1,0,0,0,1,2,1,1224064.0
declaration 59459,2069.2283023687396,1,0,0,1,1,3,1,1842807.0
declaration 59471,2404.116306239882,1,0,0,1,1,3,1,1532001.0
declaration 64921,760.9086969792742,1,0,0,0,1,2,1,587212.0
declaration 61380,1173.158380742276,1,0,0,1,1,3,1,278906.0
declaration 68974,2731.639751966346,1,0,1,0,1,3,1,1819754.0
declaration 10986,1328.5087015441497,1,0,0,1,1,3,1,631919.0
declaration 59486,1894.502842823477,1,0,0,0,1,2,1,1137091.0
declaration 61172,454.77550234324485,1,0,0,1,1,3,1,964911.0
declaration 10603,886.558044631545,1,0,0,1,1,3,1,2340775.0
declaration 61681,1180.2126673261744,1,0,1,0,1,3,1,446703.0
declaration 10929,1122.5998620395376,1,0,0,0,1,2,1,964439.0
declaration 11149,2751.2671599626947,1,0,0,1,1,3,1,366299.0
declaration 33991,302.30005917288247,1,0,0,1,1,3,1,1068401.0
declaration 59496,730.5873642039887,1,0,0,0,1,2,1,2954667.0
declaration 59498,1477.9550035575392,1,0,0,0,1,2,1,1239027.0
declaration 59514,463.2020017251381,1,0,0,0,1,2,1,889011.0
declaration 61225,199.6953415000979,1,0,0,0,1,2,1,1315772.0
declaration 61200,1861.968319931497,1,0,1,1,1,4,1,871585.0
declaration 10939,468.7222395558196,1,0,0,0,1,2,1,2356483.0
declaration 64931,1331.0628506140172,1,0,0,0,1,2,1,2529128.0
declaration 33892,1709.5050122263008,1,0,0,1,1,3,1,637947.0
declaration 15856,756.5534266984315,1,0,0,0,1,2,1,1737851.0
declaration 54247,2285.356005768764,1,0,0,0,1,2,1,1232573.0
declaration 59534,2573.1913175948284,1,0,0,0,1,2,1,4738847.0
declaration 59544,84.95440232101998,1,0,0,0,1,2,1,352963.0
declaration 64391,690.0078203845559,1,0,0,1,1,3,1,1466761.0
declaration 29627,1473.7990824326173,1,0,0,0,1,2,1,3290283.0
declaration 64949,497.4424332846927,1,0,0,1,1,3,1,533666.0
declaration 68940,1118.7965362953892,1,0,0,1,1,3,1,3046193.0
declaration 68938,533.8549682322747,1,0,0,1,1,3,1,1487753.0
declaration 68960,1970.4580012205472,1,0,0,0,1,2,1,882173.0
declaration 25161,1059.2226427909388,1,0,0,0,1,2,1,2704241.0
declaration 10617,2341.60297347128,1,0,1,0,1,3,1,524153.0
declaration 10628,1163.9445267654726,1,0,0,0,1,2,1,538743.0
declaration 64424,155.78366418333596,1,0,0,0,1,2,1,510301.0
declaration 59554,909.9898498421892,1,0,0,0,1,2,1,680883.0
declaration 59568,1226.8267449974542,1,0,0,1,1,3,1,707088.0
declaration 60609,89.64593567073786,1,0,0,0,1,2,1,3967037.0
declaration 53625,1001.945156627409,1,0,0,0,1,2,1,884636.0
declaration 59583,26.554349169745358,1,0,0,0,1,2,1,539118.0
declaration 52878,103.26126182625299,1,0,0,0,1,2,1,1319865.0
declaration 52896,32.40098126503012,1,0,0,0,1,2,1,623754.0
declaration 59596,253.71140833020908,1,0,0,1,1,3,1,824327.0
declaration 15880,2198.4029138054157,1,0,0,1,1,3,1,3039068.0
declaration 61697,56.77159889009275,1,0,0,0,1,2,1,790295.0
declaration 59609,1752.8839246899477,1,0,0,1,1,3,1,3813147.0
declaration 68996,393.4652195313941,1,0,0,1,1,3,1,6484929.0
declaration 68994,443.9094784456754,1,0,0,1,1,3,1,1146324.0
declaration 29639,910.9014477704378,1,0,0,0,1,2,1,1578402.0
declaration 64970,197.5733474142684,1,0,0,1,1,3,1,497932.0
declaration 29656,164.34574815204192,1,0,0,1,1,3,1,519882.0
declaration 59624,377.54300898902096,1,0,0,0,1,2,1,1231734.0
declaration 59653,366.0853533838667,1,0,0,1,1,3,1,2702934.0
declaration 59652,0.0,1,0,0,1,1,3,0,4498.0
declaration 69765,108.39044453306727,1,0,0,1,1,3,1,964357.0
declaration 69777,331.90837651705476,1,0,0,0,1,2,1,5471424.0
declaration 69787,645.8563670325102,1,0,0,1,1,3,1,1318713.0
declaration 69802,1011.3082774922469,1,0,0,1,1,3,1,1483074.0
declaration 69814,973.5365225497654,1,0,0,1,1,3,1,537507.0
declaration 69826,615.3140724501021,1,0,0,1,1,3,1,505912.0
declaration 10650,572.6685426763327,1,0,0,1,1,3,1,1404775.0
declaration 10662,715.2264564915048,1,0,0,1,1,3,1,1499131.0
declaration 61707,68.24223027491418,1,0,0,0,1,2,1,617724.0
declaration 61717,966.8445964967437,1,0,0,1,1,3,1,1389413.0
declaration 61730,582.1359019720932,1,0,1,0,1,3,1,1738152.0
declaration 61746,0.0,1,0,0,0,1,2,0,1129912.0
declaration 60383,14.30279919150582,1,0,0,1,1,3,1,1220552.0
declaration 61760,0.0,1,0,0,1,1,3,1,884229.0
declaration 19108,306.4083759558502,1,0,0,1,1,3,1,1403233.0
declaration 65270,1006.1943894278305,1,0,0,1,1,3,1,782603.0
declaration 65277,0.0,1,0,0,1,1,3,0,333600.0
declaration 65276,0.0,1,0,0,1,1,3,0,333071.0
declaration 65272,193.72133359673748,1,0,0,1,1,3,1,546551.0
declaration 65274,66.50135332425317,1,0,0,1,1,3,1,547069.0
declaration 61776,29.477529177865545,1,0,0,0,1,2,1,461826.0
declaration 10961,911.9559123040389,1,0,0,1,1,3,1,8557999.0
declaration 11000,983.3784977218546,1,0,0,0,1,2,1,454803.0
declaration 60399,1473.2235380253105,1,0,0,1,1,3,1,1189904.0
declaration 19131,60.26880937738553,1,0,0,0,1,2,1,630523.0
declaration 19141,751.1875170296266,1,0,0,1,1,3,1,271035.0
declaration 65306,796.5175668441899,1,0,0,1,1,3,1,697181.0
declaration 29668,1115.0858385096744,1,0,0,1,1,3,1,614321.0
declaration 66355,1818.6080172899078,1,0,1,0,1,3,1,549204.0
declaration 29680,1803.1769261971654,1,0,0,0,1,2,1,521482.0
declaration 69839,489.0140276690551,1,0,0,0,1,2,1,203743.0
declaration 69849,148.27900500181116,1,0,0,0,1,2,1,636261.0
declaration 61237,838.4111920883742,1,0,0,0,1,2,1,599184.0
declaration 29700,163.8313004535651,1,0,1,0,1,3,1,3565777.0
declaration 64443,2402.4404036249953,1,0,0,0,1,2,1,2340006.0
declaration 69877,1280.1710262623,1,0,0,1,1,3,1,6752992.0
declaration 61801,22.80350060818102,1,0,0,0,1,2,1,525681.0
declaration 69898,34.083989864668936,1,0,0,0,1,2,1,372564.0
declaration 69896,16.679399295476287,1,0,0,0,1,2,1,1755029.0
declaration 62458,24.799365121853533,1,0,0,0,1,2,1,446897.0
declaration 69911,23.551514829244212,1,0,0,0,1,2,1,366905.0
declaration 62468,58.50516757096902,1,0,0,0,1,2,1,1054095.0
declaration 69923,0.0,1,0,0,0,1,2,0,45742.0
declaration 69948,2062.463795550378,1,0,0,0,1,2,1,609974.0
declaration 60414,0.0,1,0,0,0,1,2,0,174008.0
declaration 60426,317.3250818813791,1,0,0,1,1,3,1,3986288.0
declaration 11012,4138.77286803994,1,0,0,0,1,2,1,800873.0
declaration 52935,1257.753082519313,1,0,0,1,1,3,1,960701.0
declaration 19226,193.4217845528145,1,0,0,0,1,2,1,674968.0
declaration 60567,104.25193483495936,1,0,0,0,1,2,1,3033381.0
declaration 61250,257.5652746435865,1,0,0,0,1,2,1,1481827.0
declaration 65759,59.5723113648344,1,0,0,0,1,2,1,1233755.0
declaration 71001,153.68114012138653,1,0,0,0,1,2,1,1217352.0
declaration 68091,140.4627391543956,1,0,0,0,1,2,1,540545.0
declaration 63455,890.4535161540472,1,0,0,0,1,2,1,519002.0
declaration 11025,233.79280844171006,1,0,0,1,1,3,1,3304585.0
declaration 62489,1131.6779324034176,1,0,0,0,1,2,1,527903.0
declaration 11045,2315.246540679151,1,0,0,0,1,2,1,698187.0
declaration 11062,1106.007646423872,1,0,0,0,1,2,1,715569.0
declaration 65529,460.7375394975047,1,0,0,0,1,2,1,605301.0
declaration 61260,39.19274741667697,1,0,0,0,1,2,1,282443.0
declaration 69961,325.5867287986073,1,0,0,0,1,2,1,624630.0
declaration 54257,2474.1816224691975,1,0,0,0,1,2,1,941873.0
declaration 64456,386.5027163948461,1,0,0,0,1,2,1,1116486.0
declaration 65337,2593.8414793256657,1,0,1,0,1,3,1,1731882.0
declaration 33913,269.2156127013568,1,0,0,0,1,2,1,257499.0
declaration 11078,402.0613500333125,1,0,0,1,1,3,1,686395.0
declaration 11080,176.57539702493932,1,0,0,1,1,3,1,885254.0
declaration 11098,401.86457323035506,1,0,0,0,1,2,1,4513445.0
declaration 11114,1332.7308119081786,1,0,0,1,1,3,1,1036615.0
declaration 25191,76.16430104474045,1,0,0,0,1,2,1,623519.0
declaration 65354,515.5113714144693,1,0,0,1,1,3,1,1483520.0
declaration 65370,294.0675133753451,1,0,0,1,1,3,1,868187.0
declaration 25204,1198.8985126979717,1,0,0,1,1,3,1,890417.0
declaration 64469,436.7052535033558,1,0,0,1,1,3,1,4084144.0
declaration 64486,58.625983868796276,1,0,0,0,1,2,1,871364.0
declaration 60449,802.2427523982165,1,0,0,0,1,2,1,1285320.0
declaration 69979,693.89051406476,1,0,0,0,1,2,1,690472.0
declaration 70742,669.1941573316258,1,0,0,0,1,2,1,1131627.0
declaration 60459,1176.2731435878666,1,0,0,1,1,3,1,609952.0
declaration 60474,0.0,1,0,0,0,1,2,0,1016696.0
declaration 65388,558.7534669205108,1,0,0,1,1,3,1,1408170.0
declaration 25226,705.200757083506,1,0,0,0,1,2,1,708548.0
declaration 65418,1811.8916740938248,1,0,0,1,1,3,1,2782992.0
declaration 65420,1020.2885155091441,1,0,0,1,1,3,1,2015482.0
declaration 60483,254.55060456654394,1,0,0,0,1,2,1,546288.0
declaration 67992,0.0,1,0,0,1,1,3,0,2846986.0
declaration 67993,1269.5562890199783,1,0,0,1,1,3,1,784361.0
declaration 62499,113.38649831422632,1,0,0,0,1,2,1,1212204.0
declaration 70763,1341.8176940567635,1,0,0,1,1,3,1,694352.0
declaration 19153,114.1584420889679,1,0,0,0,1,2,1,1471542.0
declaration 52959,45.509834480525114,1,0,0,0,1,2,1,508329.0
declaration 65446,1357.597448146366,1,0,0,1,1,3,1,792051.0
declaration 16070,1351.1725335542556,1,0,0,1,1,3,1,887847.0
declaration 33923,1252.8704030608365,1,0,0,0,1,2,1,891055.0
declaration 70778,328.2079659701924,1,0,0,0,1,2,1,1847836.0
declaration 70791,1238.4641493885808,1,0,0,0,1,2,1,1816272.0
declaration 52970,174.7620214469138,1,0,0,0,1,2,1,1034304.0
declaration 52984,344.9682161193823,1,0,0,0,1,2,1,531261.0
declaration 60493,4338.6338841877805,1,0,1,1,1,4,1,2933054.0
declaration 19167,1410.1352731499755,1,0,0,1,1,3,1,1473663.0
declaration 19183,935.2025080275631,1,0,0,1,1,3,1,4171695.0
declaration 60517,2212.5675629834545,1,0,0,0,1,2,1,1645398.0
declaration 52994,669.016277245619,1,0,0,1,1,3,1,1137203.0
declaration 70807,315.71682398701336,1,0,1,1,1,4,1,1054424.0
declaration 20678,828.8117003319264,1,0,0,0,1,2,1,1823100.0
declaration 20688,1571.288848545944,1,0,0,0,1,2,1,3896352.0
declaration 53661,349.3849013376184,1,0,0,1,1,3,1,954109.0
declaration 70831,637.872140444252,1,0,0,0,1,2,1,619660.0
declaration 70833,0.0,1,0,0,0,1,2,0,66313.0
declaration 70848,3757.5450107349575,1,0,0,1,1,3,1,3562029.0
declaration 30037,466.7268486839128,1,0,0,1,1,3,1,523151.0
declaration 30054,747.5867947547216,1,0,0,1,1,3,1,794253.0
declaration 30070,1602.3606762829781,1,0,0,0,1,2,1,1327042.0
declaration 53006,1469.6139473466774,1,0,0,0,1,2,1,1385831.0
declaration 53016,2843.571501561705,1,0,0,0,1,2,1,1051320.0
declaration 30085,489.66520837703496,1,0,0,0,1,2,1,522178.0
declaration 53030,337.3295113174656,1,0,0,1,1,3,1,1204319.0
declaration 60554,219.3717103166617,1,0,0,0,1,2,1,760614.0
declaration 30102,199.36088031609052,1,0,0,1,1,3,1,927795.0
declaration 61275,1187.2112651848984,1,0,0,1,1,3,1,1569850.0
declaration 63325,412.72575210103355,1,0,0,1,1,3,1,1228134.0
declaration 19240,503.95509524732313,1,0,0,0,1,2,1,619186.0
declaration 70860,1204.5210246445927,1,0,0,1,1,3,1,2420482.0
declaration 60583,269.6915221443633,1,0,0,1,1,3,1,1815026.0
declaration 70872,1909.4243072995853,1,0,0,1,1,3,1,625304.0
declaration 70893,259.00393228919705,1,0,0,1,1,3,1,612853.0
declaration 54271,387.798158955119,1,0,0,0,1,2,1,540496.0
declaration 60619,2259.3968977673976,1,0,0,0,1,2,1,978452.0
declaration 53676,83.39383376054906,1,0,0,0,1,2,1,536965.0
declaration 53689,923.8696966191977,1,0,0,1,1,3,1,347230.0
declaration 11167,423.4421929074565,1,0,0,0,1,2,1,534033.0
declaration 65484,3359.2017886115923,1,0,0,0,1,2,1,4156475.0
declaration 65497,254.73728404519764,1,0,0,0,1,2,1,1050319.0
declaration 53704,227.43483511836558,1,0,0,0,1,2,1,440092.0
declaration 53703,0.0,1,0,0,0,1,2,0,1527.0
declaration 53724,539.894643191968,1,0,0,0,1,2,1,868240.0
declaration 30121,380.81808312335306,1,0,0,0,1,2,1,1483391.0
declaration 30139,473.19650602064456,1,0,0,0,1,2,1,360781.0
declaration 19258,556.1197147016022,1,0,0,0,1,2,1,1906031.0
declaration 19519,620.9666017598804,1,0,0,1,1,3,1,1149113.0
declaration 30154,419.67104354188984,1,0,0,0,1,2,1,1841782.0
declaration 30173,1227.0770112703647,1,0,0,0,1,2,1,876176.0
declaration 30183,825.7056967194719,1,0,0,0,1,2,1,3031589.0
declaration 54307,1619.4047250379263,1,0,0,0,1,2,1,539209.0
declaration 54305,518.0910911912927,1,0,0,0,1,2,1,538434.0
declaration 61392,1201.1221830154907,1,0,0,0,1,2,1,3213603.0
declaration 11596,1045.575874116949,1,0,0,1,1,3,1,1912089.0
declaration 11595,0.0,1,0,0,1,1,3,0,427589.0
declaration 11423,848.7740897744717,1,0,0,0,1,2,1,3737165.0
declaration 67002,0.0,1,0,0,0,1,2,0,100978.0
declaration 56941,733.1181671847696,1,0,0,0,1,2,1,630234.0
declaration 30193,2050.894894740422,1,0,0,0,1,2,1,3124845.0
declaration 67003,1038.1025871392935,1,0,0,0,1,2,1,629445.0
declaration 11558,1302.7765056075698,1,0,0,1,1,3,1,1472995.0
declaration 60964,167.56124392060278,1,0,0,0,1,2,1,520063.0
declaration 64547,3032.907743011983,1,0,0,1,1,3,1,878194.0
declaration 20702,1378.1278653485654,1,0,0,0,1,2,1,276131.0
declaration 11524,226.39245955077317,1,0,0,0,1,2,1,1317367.0
declaration 66343,850.1407087327675,1,0,0,1,1,3,1,1726896.0
declaration 62509,2933.1184372947832,1,0,1,1,1,4,1,718600.0
declaration 61408,1393.6686212260563,1,0,0,0,1,2,1,540036.0
declaration 61288,74.98536710999556,1,0,0,0,1,2,1,347034.0
declaration 65507,303.7775239113186,1,0,0,1,1,3,1,2150610.0
declaration 54323,355.3024033641603,1,0,0,1,1,3,1,1403431.0
declaration 25247,2761.6365419086965,1,0,1,0,1,3,1,2096972.0
declaration 33933,535.3088573113022,1,0,0,0,1,2,1,544312.0
declaration 19531,68.10922587617975,1,0,0,1,1,3,1,286355.0
declaration 19552,1887.282508124156,1,0,1,0,1,3,1,2169860.0
declaration 61421,356.457405205517,1,0,0,0,1,2,1,1224001.0
declaration 19565,298.57187098603976,1,0,0,0,1,2,1,885038.0
declaration 65519,467.36000453234715,1,0,0,0,1,2,1,2518339.0
declaration 30215,620.3957190443278,1,0,0,0,1,2,1,606772.0
declaration 64516,3194.6604333130435,1,0,1,0,1,3,1,1049473.0
declaration 61434,563.7579631091443,1,0,0,1,1,3,1,631154.0
declaration 30231,1148.1818462481297,1,0,0,0,1,2,1,978838.0
declaration 57118,560.3213751351965,1,0,0,1,1,3,1,1218528.0
declaration 54370,1633.850813971015,1,0,0,0,1,2,1,1457313.0
declaration 61450,999.1586953635499,1,0,0,0,1,2,1,1132460.0
declaration 30244,102.4478761854504,1,0,0,1,1,3,1,1067001.0
declaration 16083,44.68997151718851,1,0,0,0,1,2,1,361261.0
declaration 16098,769.784759383572,1,0,0,0,1,2,1,1672040.0
declaration 16114,185.5449963706252,1,0,0,1,1,3,1,1238292.0
declaration 16130,1041.276336350492,1,0,0,0,1,2,1,889396.0
declaration 55438,990.6510596265742,1,0,0,0,1,2,1,630573.0
declaration 55451,915.287855549467,1,0,0,0,1,2,1,584551.0
declaration 55465,840.6445355184059,1,0,0,0,1,2,1,952227.0
declaration 61460,821.4775581362566,1,0,0,0,1,2,1,1144456.0
declaration 66155,179.19951490473966,1,0,0,1,1,3,1,1671978.0
declaration 66175,516.4935234259763,1,0,0,1,1,3,1,1233794.0
declaration 66173,21.003433484975005,1,0,0,1,1,3,1,1233113.0
declaration 66199,846.3085424015468,1,0,0,1,1,3,1,970299.0
declaration 19578,1210.5485233544105,1,0,0,1,1,3,1,601264.0
declaration 61320,322.93644589852954,1,0,0,1,1,3,1,1146582.0
declaration 61340,510.40575585733046,1,0,0,0,1,2,1,460181.0
declaration 62525,1051.7205784538423,1,0,0,1,1,3,1,1473683.0
declaration 61483,2181.5934075809555,1,0,1,1,1,4,1,1129374.0
declaration 19594,2306.2058141075586,1,0,1,1,1,4,1,846325.0
declaration 62647,103.22901506664074,1,0,0,0,1,2,1,612349.0
declaration 33106,0.0,1,0,0,0,1,2,0,21387.0
declaration 33104,1208.9690794695584,1,0,0,0,1,2,1,507491.0
declaration 54380,251.03183674604378,1,0,0,0,1,2,1,876657.0
declaration 54390,40.3618139958168,1,0,0,0,1,2,1,1040382.0
declaration 54392,0.0,1,0,0,0,1,2,0,5729.0
declaration 66235,981.6223939338096,1,0,0,0,1,2,1,523624.0
declaration 20717,1226.5174247779576,1,0,0,0,1,2,1,287645.0
declaration 61501,408.12299419944827,1,0,0,1,1,3,1,797184.0
declaration 54410,230.6105496948619,1,0,0,0,1,2,1,1125100.0
declaration 19607,2112.6114309287113,1,0,0,0,1,2,1,605748.0
declaration 54424,1885.8602907103475,1,0,0,0,1,2,1,2422663.0
